bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-S1-TAR-Q17,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q17,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S1-TAR-Q18,MATH,MATH_AP_CALCULUS,1,1.1,tarsia,tarsia,Q18,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q01,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q01,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q02,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q02,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q03,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q03,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q04,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q04,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q05,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q05,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q06,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q06,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q07,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q07,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q08,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q08,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q09,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q09,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q10,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q10,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q11,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q11,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q12,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q12,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q13,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q13,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q14,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q14,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q15,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q15,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q16,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q16,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q17,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q17,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S2-TAR-Q18,MATH,MATH_AP_CALCULUS,1,1.2,tarsia,tarsia,Q18,current-section,1,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S3-TAR-Q01,MATH,MATH_AP_CALCULUS,1,1.3,tarsia,tarsia,Q01,current-section,1,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S3-TAR-Q02,MATH,MATH_AP_CALCULUS,1,1.3,tarsia,tarsia,Q02,current-section,1,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S3-TAR-Q03,MATH,MATH_AP_CALCULUS,1,1.3,tarsia,tarsia,Q03,current-section,1,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S3-TAR-Q04,MATH,MATH_AP_CALCULUS,1,1.3,tarsia,tarsia,Q04,current-section,1,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
U1-S3-TAR-Q05,MATH,MATH_AP_CALCULUS,1,1.3,tarsia,tarsia,Q05,current-section,1,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",tarsia_pair,canonical_short,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Dedicated figure-free Tarsia pair; canonical answer unique within section.
